SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533320,JUBILNT IND ,B ,Q,258.95,263.95,255.55,256.55,256.00,255.00,262,5717,1483917.00,
533321,BIL ENERGY  ,T ,Q,1.45,1.49,1.45,1.49,1.49,1.52,13,23021,33382.00,
533326,TEXMACO RAIL,B ,Q,111.75,111.75,109.80,110.40,110.40,109.65,1074,130876,14469423.00,
533329,IND TERRAIN ,B ,Q,203.90,208.00,199.05,202.65,208.00,200.20,76,3087,625875.00,
533333,FINEOTEX  CH,B ,Q,42.80,46.50,42.80,45.90,45.90,42.65,2780,693752,31526109.00,
533336,DHUNINV     ,B ,Q,349.85,349.85,340.00,342.75,343.25,345.00,29,736,251800.00,
533339,ZEN TECH    ,B ,Q,135.00,139.60,133.10,134.10,134.10,132.75,2079,175618,23867730.00,
533343,LOVABLE     ,B ,Q,230.05,238.80,230.05,233.70,233.70,231.20,787,28631,6720697.00,
533344,PTCFIN SER  ,B ,Q,35.10,36.20,35.10,35.35,35.35,35.30,572,194919,6940662.00,
533385,N100        ,E ,Q,440.00,448.80,440.00,448.55,448.80,448.70,9,84,37668.00,
533389,SHILPI CABLE,Z ,Q,10.17,11.23,10.17,11.23,11.23,10.70,404,254917,2763523.00,
533393,TCI DEVELP  ,T ,Q,536.00,591.95,536.00,591.95,591.95,564.00,4,208,119881.00,
533398,MUTHOOT FIN ,A ,Q,442.55,446.70,431.60,444.95,443.10,439.45,564,27251,12100247.00,
533400,FCONSUMER   ,A ,Q,67.90,68.40,67.20,67.65,67.65,67.15,2262,708828,48021494.00,
533401,SERVALAKSHMI,Z ,Q,1.43,1.43,1.43,1.43,1.43,1.50,1,1000,1430.00,
533407,CIL NOVA    ,B ,Q,44.55,44.55,41.30,42.85,42.85,43.00,6,1103,46310.00,
533411,SANGH FORG  ,B ,Q,39.80,41.85,39.40,40.40,40.15,40.30,138,15385,616741.00,
533427,VMS INDUSTR ,X ,Q,18.75,18.75,18.75,18.75,18.75,18.40,6,3132,58725.00,
533451,KARMA ENERG ,T ,Q,39.20,39.20,39.20,39.20,39.20,38.45,1,1,39.00,
533452,WEIZMANN FX ,B ,Q,1463.40,1473.90,1426.10,1450.65,1450.25,1431.30,178,1931,2808842.00,
533470,RUSHIL DECOR,B ,Q,898.55,898.55,879.00,887.80,887.80,892.95,90,22119,19610007.00,
533477,ENKEI WHEEL ,X ,Q,389.00,413.75,383.00,403.60,403.60,378.85,446,18976,7598693.00,
533482,KRIINFRA    ,B ,Q,104.00,119.20,103.40,117.85,117.85,99.35,14374,2152388,246359642.00,
533499,BGLOBAL     ,T ,Q,5.51,5.80,5.51,5.79,5.80,5.53,35,19069,108488.00,
533506,INVENTURE   ,B ,Q,13.00,13.25,12.81,13.10,13.10,13.45,11,1289,16613.00,
533519,LNT FH      ,A ,Q,171.30,178.50,171.25,177.45,177.45,170.50,4919,926215,162462876.00,
533520,SORILHOLD   ,T ,Q,235.00,235.60,225.00,226.70,226.50,230.10,177,23419,5357809.00,
533540,TREE HOUSE  ,T ,Q,13.20,14.20,13.20,14.00,14.00,13.75,46,8939,124285.00,
533543,BROOKS LABS ,B ,Q,104.40,105.50,104.00,104.55,104.15,103.40,134,7024,734268.00,
533552,RUPA & CO   ,B ,Q,483.25,497.50,483.25,486.50,486.50,476.90,2411,41033,20105469.00,
533553,TD POWER    ,B ,Q,186.95,189.40,184.00,186.55,184.00,184.40,148,3278,615566.00,
533569,SRS LIMITED ,B ,Q,1.75,1.82,1.72,1.75,1.74,1.77,179,534330,946910.00,
533570,AXISGOLD    ,E ,Q,2504.40,2504.40,2502.00,2502.00,2502.00,2490.00,4,9,22521.00,
533573,ALEM PHARMA ,A ,Q,526.30,530.00,525.00,527.95,527.95,525.50,216,4016,2120184.00,
533576,VASWANI IND ,B ,Q,14.49,14.50,14.05,14.06,14.06,14.34,15,4520,64079.00,
533581,PG ELECTRO  ,B ,Q,385.00,417.00,385.00,407.55,407.55,381.15,603,22261,9125936.00,
533602,LESHAIND    ,XT,Q,15.17,15.17,15.17,15.17,15.17,14.45,6,1033,15670.00,
533605,PRAKASH CON ,B ,Q,5.88,6.02,5.76,5.83,5.83,5.86,405,489552,2879295.00,
533608,RDB RASAYAN ,X ,Q,55.00,57.70,55.00,56.95,56.95,56.05,208,30975,1759373.00,
533629,TIJARIA PPL ,B ,Q,10.10,10.12,9.83,10.01,10.12,9.72,44,26452,263695.00,
533632,ONELIFE CAP ,T ,Q,25.50,25.95,25.00,25.95,25.95,25.70,13,1038,26234.00,
533638,FLEXITUFF   ,B ,Q,81.50,82.70,80.00,81.70,81.35,81.55,54,4405,362410.00,
533644,UJAAS       ,B ,Q,22.00,22.40,21.95,22.05,22.10,22.10,181,108543,2409319.00,
533655,TRIVENITURB ,B ,Q,129.20,129.30,128.00,128.70,129.10,128.65,266,10859,1396478.00,
533676,INDO THAI   ,B ,Q,63.60,65.00,63.50,63.70,63.50,63.55,31,2397,153899.00,
533704,ESSAR SHIP  ,B ,Q,26.50,27.80,26.50,27.55,27.55,26.90,220,46200,1259225.00,
533719,IDBIGOLD    ,E ,Q,2607.04,2616.01,2607.04,2616.01,2616.01,2601.03,2,18,47007.00,
533758,APL APOLLO  ,B ,Q,1900.00,1965.00,1900.00,1954.45,1954.45,1890.00,478,60400,117765170.00,
533761,GPT INFRA   ,B ,Q,182.05,191.65,182.05,187.15,187.15,191.45,48,2435,454180.00,
533790,KGN ENT     ,XT,Q,4.46,4.55,4.46,4.55,4.55,4.55,2,1010,4594.00,
533896,FERVENTSYN  ,X ,Q,20.25,22.10,20.25,21.30,22.10,21.90,11,500,10550.00,
533941,TSIL        ,T ,Q,16.75,17.55,16.75,16.75,16.75,16.75,6,1506,25355.00,
533982,TERASOFTWARE,B ,Q,60.80,62.00,60.40,61.00,61.45,61.35,80,3777,230421.00,
534060,PMCFIN      ,X ,Q,0.39,0.40,0.39,0.39,0.39,0.40,107,805658,315702.00,
534063,FUT SOL     ,XT,Q,27.80,27.80,27.80,27.80,27.80,27.65,1,100,2780.00,
534064,AIML        ,XT,Q,169.00,169.00,160.55,168.85,168.80,169.00,16,93904,15856295.00,
534076,ORIENT REF  ,B ,Q,163.50,165.80,163.00,164.45,163.10,164.15,75,4842,795385.00,
534091,MCX LTD     ,A ,Q,971.50,980.00,958.85,960.90,960.90,970.85,1086,33855,32781937.00,
534139,SCHNEIDER   ,B ,Q,126.00,127.00,124.50,125.55,125.55,123.40,450,31606,3981003.00,
534184,NORL        ,B ,Q,3.80,3.85,3.75,3.76,3.75,3.81,94,69004,261108.00,
534190,OLYMPIC     ,X ,Q,9.45,9.49,7.66,8.99,8.99,9.15,51,8164,69612.00,
534309,NBCC        ,A ,Q,249.00,253.80,249.00,252.10,252.10,248.90,1263,157633,39745873.00,
534312,MT EDUCARE  ,T ,Q,58.90,63.40,58.90,63.40,63.40,60.40,103,22320,1391995.00,
534328,HEXATRADEX  ,T ,Q,45.45,46.90,44.50,46.90,46.90,44.70,42,10566,494132.00,
534338,MAXHEIGHTS  ,X ,Q,59.00,61.00,56.00,56.10,56.00,57.00,33,10353,623264.00,
534369,TBZ LTD     ,B ,Q,118.35,120.55,118.00,119.20,119.20,117.60,563,71201,8508953.00,
534392,VSSL        ,B ,Q,166.40,168.00,165.30,166.85,165.80,165.00,45,3136,521504.00,
534425,SPECIALITY R,B ,Q,178.10,180.50,176.35,178.00,178.00,175.65,93,10174,1811419.00,
534532,LYPSA GEMS  ,B ,Q,37.60,37.75,35.65,35.90,35.75,36.60,236,54358,1992230.00,
534535,BIOGRPAPER  ,XT,Q,1.59,1.59,1.59,1.59,1.59,1.58,1,100,159.00,
534597,RTNINFRA    ,T ,Q,8.00,8.00,7.60,7.82,7.80,7.96,110,111545,870863.00,
534598,SEPOWER     ,B ,Q,8.76,9.59,8.76,9.30,9.30,9.72,12,1270,11795.00,
534600,JTL INFRA   ,XT,Q,131.60,131.90,124.00,130.85,131.60,127.70,173,27971,3642336.00,
534612,AMTL        ,X ,Q,35.00,35.00,33.25,33.55,33.55,33.40,32,5527,186726.00,
534615,NECC LTD    ,B ,Q,32.00,32.00,31.10,31.50,31.85,32.15,109,17313,546574.00,
534618,SANGAM ADV  ,XT,Q,47.00,48.55,44.15,46.05,48.55,46.25,81,117842,5418641.00,
534623,JUPITER INFO,X ,Q,78.10,78.10,78.00,78.00,78.00,75.05,2,120,9362.00,
534674,DUCON       ,B ,Q,39.40,40.60,39.20,39.85,39.55,39.00,214,25317,1010824.00,
534675,PROZONINTU  ,B ,Q,74.00,74.65,73.00,73.45,73.45,72.55,530,73841,5437647.00,
534680,SRG HFL     ,X ,Q,226.50,257.00,226.50,243.20,243.20,235.00,165,44533,10933883.00,
534690,LAKSHMIVILAS,A ,Q,147.55,149.85,145.50,149.40,149.40,146.45,592,152811,22413283.00,
534691,COMFORT COM ,B ,Q,15.70,15.70,15.70,15.70,15.70,15.70,2,15,235.00,
534707,ANSHUS CLOTH,X ,Q,1.45,1.45,1.45,1.45,1.45,1.45,1,1000,1450.00,
534708,RCL RETAIL  ,M ,Q,10.00,11.19,10.00,11.15,11.15,9.92,19,60000,624510.00,
534731,BRONZE INFRA,X ,Q,0.66,0.66,0.61,0.66,0.66,0.66,15,25878,16097.00,
534734,RMCHEM      ,X ,Q,8.51,8.51,8.51,8.51,8.51,8.51,3,153,1302.00,
534741,VIRTUAL GLO ,X ,Q,1.11,1.11,1.11,1.11,1.11,1.06,11,38661,42913.00,
534742,ZUARI AGRO  ,B ,Q,514.45,524.00,509.60,517.35,517.35,510.45,1069,41394,21458299.00,
534748,STEEL EXCH  ,B ,Q,36.65,36.65,36.65,36.65,36.65,38.55,58,5465,200292.00,
534755,TRIO MERCAN ,X ,Q,12.70,12.70,12.70,12.70,12.70,12.48,1,7000,88900.00,
534756,TARA JEWELS ,B ,Q,19.20,19.60,19.15,19.35,19.50,19.20,42,11349,219394.00,
534758,CIGNITI TECH,B ,Q,289.00,293.00,277.80,286.25,286.00,283.25,61,3794,1085714.00,
534804,CARERATING  ,A ,Q,1335.00,1354.25,1334.55,1345.45,1348.60,1330.95,123,1121,1509963.00,
534809,PC JEWELLER ,A ,Q,449.00,457.80,444.80,450.50,450.50,442.30,2718,200225,90555593.00,
534816,BH INFRATEL ,A ,Q,358.00,363.45,358.00,362.10,362.65,357.50,1200,36552,13210641.00,
534976,VMART       ,B ,Q,1391.80,1455.00,1383.00,1444.80,1443.40,1385.35,1263,7302,10472296.00,
535141,SUNSTAR R   ,B ,Q,12.15,12.55,11.30,11.80,11.80,12.15,129,2923322,34981678.00,
535204,MUKTA       ,X ,Q,54.90,54.90,54.90,54.90,54.90,54.90,1,100,5490.00,
535267,COM FINCAP  ,X ,Q,14.12,14.34,14.12,14.29,14.25,14.20,85,21122,300967.00,
535276,SBISENSEX   ,B ,Q,355.00,355.00,354.75,354.75,354.75,354.00,5,154,54660.00,
535322,REPCO HOME  ,A ,Q,657.70,680.00,645.00,670.40,670.40,656.00,973,20678,13822889.00,
535458,NRB IND BEA ,B ,Q,29.00,29.60,28.25,28.55,28.55,28.25,74,17887,517133.00,
535467,AIFL        ,B ,Q,517.80,520.00,486.45,498.05,500.00,503.00,669,68825,34834953.00,
535566,KIFS FSL    ,XT,Q,89.00,92.45,84.55,92.45,92.45,88.95,4,231,20011.00,
535601,SREELEATHER ,B ,Q,277.00,283.10,273.00,283.10,283.10,257.40,93,11048,3118328.00,
535602,SHARDA MOTOR,B ,Q,2392.00,2428.00,2280.00,2295.50,2295.50,2352.95,428,4545,10630847.00,
535620,BINNY MILLS ,X ,Q,393.00,404.00,355.10,367.00,364.90,386.65,138,3020,1137232.00,
535621,SV GLOBAL   ,X ,Q,128.00,128.00,128.00,128.00,128.00,127.00,1,65,8320.00,
535648,JUSTDIAL    ,A ,Q,495.50,499.85,491.90,495.80,495.80,495.05,1868,139873,69321668.00,
535657,OONE        ,X ,Q,1.66,1.66,1.66,1.66,1.66,1.59,1,250,415.00,
535658,PAWANSUT    ,X ,Q,5.50,5.50,5.20,5.38,5.41,5.44,71,13929,74504.00,
535693,BRAHM INFRA ,X ,Q,36.65,36.65,33.20,34.95,34.95,34.70,13,532,18035.00,
535694,EDSL        ,ST,Q,3.99,3.99,3.99,3.99,3.99,4.20,7,3205,12787.00,
535754,ORIENT CEM  ,B ,Q,161.05,164.50,160.20,164.00,164.00,159.00,244,13633,2214938.00,
535755,ABFRL       ,A ,Q,169.00,171.10,167.30,168.90,168.25,168.75,305,23094,3909745.00,
535789,IBUL HSG FIN,A ,Q,1209.00,1209.00,1188.50,1203.50,1203.50,1200.55,2512,607874,729612085.00,
536128,VKJINFRA    ,B ,Q,3.50,3.50,3.39,3.41,3.41,3.41,287,333612,1144776.00,
536170,KUSHAL      ,T ,Q,143.75,145.55,142.50,143.10,143.00,143.25,1099,420810,60480394.00,
536264,TIGER LOGS  ,B ,Q,203.55,205.95,200.10,202.55,203.00,203.55,221,12549,2547986.00,
536493,JKAGRI GEN  ,X ,Q,1275.00,1283.00,1227.00,1239.55,1245.00,1236.30,158,4493,5672620.00,
536507,FUTLIF FAS  ,B ,Q,347.75,355.00,342.10,351.45,351.45,343.20,182,3479,1214666.00,
536592,SKFL        ,ST,Q,3.12,3.40,3.12,3.40,3.40,3.28,10,7102,22438.00,
536659,PVVINFRA    ,X ,Q,17.10,17.10,16.00,16.25,16.40,17.30,110,31721,519273.00,
536710,SRGSFL      ,M ,Q,20.50,20.50,20.50,20.50,20.50,17.10,1,6000,123000.00,
536738,STELLAR CAP ,M ,Q,3.80,3.93,3.80,3.87,3.93,3.65,2,12000,46380.00,
536751,FIVEXTRADE  ,X ,Q,0.94,0.94,0.86,0.86,0.86,0.90,10,4550,4121.00,
536773,JIN POLY INV,B ,Q,68.00,70.75,67.50,69.90,70.00,68.30,40,2550,176914.00,
536799,SRS FINANCE ,X ,Q,10.70,10.70,10.07,10.24,10.24,10.42,18,5155,52732.00,
536960,M100        ,B ,Q,21.80,22.40,21.24,22.35,22.40,21.24,4,4,87.00,
536974,CAPTAIN POLY,B ,Q,144.50,152.00,142.20,148.00,148.00,146.95,69,4958,736836.00,
537007,NIFTYIWIN   ,B ,Q,106.40,107.51,106.40,107.18,107.19,106.43,26,1481,158501.00,
537069,ARNOLD HOLD ,X ,Q,7.10,7.15,7.10,7.10,7.10,7.05,18,10460,74633.00,
537253,SUNIL HEALTH,X ,Q,74.05,74.75,74.00,74.40,74.75,73.95,20,1053,78167.00,
537254,RCI IND     ,B ,Q,216.40,248.90,216.40,234.40,234.40,214.30,3235,352306,81971286.00,
537259,SUYOG TELE  ,T ,Q,345.00,362.00,330.00,359.15,362.00,345.00,8,313,106534.00,
537291,NATH BIOGEN ,B ,Q,448.55,456.95,443.80,446.35,446.60,444.65,754,20124,9026615.00,
537292,AGRI TECH   ,B ,Q,115.35,117.00,113.00,113.50,113.50,115.20,109,5747,658714.00,
537326,CHEMTECH IND,B ,Q,17.40,17.40,17.40,17.40,17.40,17.30,1,4000,69600.00,
537524,VIAANINDUS  ,X ,Q,34.00,34.00,32.75,33.00,33.00,33.60,568,383050,12678065.00,
537536,DENIS CHEM  ,X ,Q,120.90,120.90,106.05,109.50,109.50,114.25,307,42962,4767513.00,
537582,UNISHIRE    ,M ,Q,6.07,6.07,6.00,6.03,6.04,5.96,14,150000,904900.00,
537708,KOTAKNIFTY  ,B ,Q,105.70,105.99,105.65,105.99,105.99,105.04,7,690,73060.00,
537750,KIRAN VYPAR ,X ,Q,134.90,135.90,134.75,135.05,135.05,134.90,48,28167,3803906.00,
537800,MANGALAM IND,XT,Q,1.85,1.85,1.79,1.80,1.79,1.87,25,29586,53295.00,
537820,VFL         ,T ,Q,8.30,8.31,7.99,8.22,8.25,7.92,77,233321,1890582.00,
537838,NEGOTIUM    ,XT,Q,5.99,6.50,5.99,6.50,6.50,6.25,7,6683,40664.00,
537839,PHOENIX TN  ,XT,Q,13.25,13.25,13.05,13.05,13.05,13.70,3,525,6951.00,
537840,RAUNAQEPC   ,X ,Q,170.00,180.00,170.00,178.30,178.50,173.00,9,288,50251.00,
537954,SKP         ,B ,Q,29.95,29.95,29.00,29.40,29.40,28.85,828,300187,8805391.00,
538019,OBI LTD     ,T ,Q,104.70,104.70,104.70,104.70,104.70,99.75,13,2423,253688.00,
538057,CPSE ETF    ,B ,Q,29.77,29.99,29.77,29.90,29.85,29.67,132,88667,2650696.00,
538081,HARIA APL   ,X ,Q,3.35,3.47,3.20,3.47,3.47,3.31,6,1766,5999.00,
538092,JOONKTOLLEE ,XT,Q,155.00,162.75,150.00,161.45,162.75,155.00,15,965,155970.00,
538119,RNB DENIMS  ,M ,Q,40.00,45.00,39.00,42.15,39.00,42.00,5,35000,1464000.00,
538128,WOMENS NEXT ,M ,Q,93.00,93.00,93.00,93.00,93.00,94.40,1,2000,186000.00,
538180,GOLD LINE   ,XT,Q,15.50,15.50,15.50,15.50,15.50,15.80,18,30002,465031.00,
538212,SHARP INV   ,X ,Q,1.17,1.29,1.17,1.29,1.29,1.23,5,1576,1973.00,
538268,WONDERLA    ,B ,Q,359.65,366.60,355.20,359.90,360.20,360.75,82,1513,545693.00,
538319,GCM CAPI    ,M ,Q,2.90,2.99,2.90,2.99,2.99,2.93,3,3000,8880.00,
538364,BCPAL       ,X ,Q,4.88,4.88,4.88,4.88,4.88,4.88,5,9086,44339.00,
538365,ADHUNIKIND  ,T ,Q,94.45,94.45,90.00,94.00,93.95,90.15,61,8606,798465.00,
538395,NAM SEC     ,X ,Q,30.35,30.35,30.35,30.35,30.35,31.90,2,200,6070.00,
538401,MAESTROS ELE,X ,Q,17.15,17.15,17.15,17.15,17.15,18.05,1,5,85.00,
538423,ALPS MOTOR  ,X ,Q,22.00,22.60,21.00,22.10,21.00,21.30,16,3976,87883.00,
538433,CLASSIC     ,ST,Q,0.58,0.58,0.56,0.58,0.58,0.56,7,2000,1157.00,
538465,AMARSEC     ,XT,Q,24.60,24.60,24.60,24.60,24.60,23.45,2,250,6150.00,
538476,CTL         ,XT,Q,5.30,5.35,5.04,5.20,5.07,5.25,116,157470,819473.00,
538496,TARINI      ,M ,Q,31.40,31.40,31.40,31.40,31.40,28.90,2,45000,1413000.00,
538520,SBL         ,X ,Q,0.33,0.33,0.33,0.33,0.33,0.34,1,2000,660.00,
538521,CROWNTOURS  ,XT,Q,9.50,9.65,9.49,9.65,9.65,9.49,4,1100,10454.00,
538537,OMANSH      ,X ,Q,2.47,2.47,2.47,2.47,2.47,2.47,3,84,207.00,
538541,INCEPTUM    ,XT,Q,9.60,9.60,9.60,9.60,9.60,9.24,3,715,6864.00,
538546,BANSAL ROOF ,M ,Q,65.00,65.00,65.00,65.00,65.00,66.00,1,3000,195000.00,
538547,OASIS       ,B ,Q,91.00,96.00,83.15,84.20,86.90,87.50,173,73758,6415912.00,
538557,SAIBABA     ,SS,Q,19.10,19.10,19.10,19.10,19.10,19.10,16,721,13771.00,
538562,SKIPPER     ,B ,Q,266.85,270.00,262.00,266.15,263.00,269.00,292,8913,2369574.00,
538564,JAMESWARREN ,X ,Q,135.00,138.70,135.00,135.05,135.05,133.05,16,373,50882.00,
538566,BESTSTEEL   ,XT,Q,105.90,105.90,99.50,103.95,103.95,101.00,162,71252,7204113.00,
538567,GULFOIL LUB ,B ,Q,983.40,991.00,970.80,981.90,981.90,980.65,183,2092,2055974.00,
538570,ACHAL       ,XT,Q,2.01,2.01,2.01,2.01,2.01,1.92,19,21330,42873.00,
538595,GLOSTER     ,X ,Q,595.00,637.40,595.00,617.85,622.00,613.25,26,719,444015.00,
538607,TOYAMIND    ,X ,Q,4.61,5.07,4.61,4.95,4.95,4.61,164,144803,702965.00,
538635,SNOWMAN     ,B ,Q,55.75,56.95,55.70,56.75,56.75,55.65,687,177797,10040899.00,
538647,PURSHOTTAM  ,X ,Q,47.00,47.00,43.25,45.55,45.95,45.50,39,4051,184332.00,
538653,AMMLTD      ,X ,Q,52.40,52.40,52.40,52.40,52.40,52.40,1,1,52.00,
538666,SHARDACROP  ,B ,Q,444.00,469.95,444.00,455.35,453.05,451.50,181,11720,5402575.00,
538674,CITYONLINE  ,Z ,Q,4.60,4.75,4.60,4.73,4.75,4.60,4,600,2835.00,
538685,SHEMAROO    ,B ,Q,400.75,409.90,391.05,401.35,396.85,396.15,108,1636,656362.00,
538706,ULTRACAB    ,B ,Q,110.25,111.00,104.00,104.00,104.00,110.00,49,6821,736666.00,
538707,RCCL        ,X ,Q,46.55,48.00,46.55,48.00,48.00,47.00,2,100,4726.00,
538708,ETIL        ,XT,Q,5.62,5.62,5.62,5.62,5.62,5.51,2,1592,8947.00,
538713,ATISHAY     ,B ,Q,123.15,129.50,122.00,124.50,122.00,114.90,25,491,61622.00,
538714,SUCHITRA    ,XT,Q,34.85,34.85,34.85,34.85,34.85,33.20,1,10,348.00,
538715,DHABRIYA    ,B ,Q,150.00,150.00,143.50,145.00,145.00,148.65,10,2125,310093.00,
538730,PDSMFL      ,B ,Q,285.25,289.00,285.25,289.00,289.00,284.45,44,5729,1643174.00,
538731,POWERGYM    ,M ,Q,9.03,9.03,9.03,9.03,9.03,9.50,1,4000,36120.00,
538742,PANACHE     ,XT,Q,43.00,43.00,43.00,43.00,43.00,43.00,1,10,430.00,
538765,JSHL        ,M ,Q,4.12,4.12,4.12,4.12,4.12,3.48,2,10000,41200.00,
538770,CRANE INFRA ,XT,Q,7.11,7.11,7.11,7.11,7.11,7.10,1,500,3555.00,
538771,PINCON      ,B ,Q,35.00,35.90,35.00,35.35,35.55,35.05,336,71543,2533605.00,
538772,NIYOGIN     ,T ,Q,45.70,45.70,45.70,45.70,45.70,43.55,6,2370,108309.00,
538788,GILADAFINS  ,X ,Q,40.85,41.00,35.40,39.30,40.85,37.30,29,6134,248846.00,
538795,SAPPL       ,X ,Q,202.05,206.00,201.55,205.25,201.55,201.35,12,204,41658.00,
538812,AANCHALISP  ,B ,Q,16.00,17.00,16.00,16.60,16.50,16.45,55,14374,238461.00,
538834,MEL         ,X ,Q,20.70,20.70,20.70,20.70,20.70,20.70,3,401,8300.00,
538835,INTELLECT   ,A ,Q,161.90,166.05,158.90,164.90,164.90,157.75,4252,365331,59705200.00,
538836,MONTECARLO  ,B ,Q,592.00,604.00,588.10,593.35,592.80,586.45,282,4757,2837456.00,
538837,JSTL        ,X ,Q,49.85,49.85,47.00,47.00,47.00,49.00,26,3451,165454.00,
538858,CAMSONBIO   ,XT,Q,21.30,21.35,20.55,21.35,21.35,20.35,67,21246,452154.00,
538860,PANAFIC     ,X ,Q,1.68,1.68,1.56,1.60,1.60,1.63,473,807577,1288637.00,
538861,AMSONS      ,B ,Q,4.72,4.96,4.68,4.94,4.96,4.73,69,29121,142143.00,
538890,MKEXIM      ,X ,Q,9.60,9.60,8.75,8.75,8.75,9.15,7,850,7569.00,
538891,SIPROJECTS  ,XT,Q,250.40,252.00,247.10,250.60,250.80,250.20,113,1961,491311.00,
538896,KANCHI      ,XT,Q,173.70,173.70,173.70,173.70,173.70,170.35,15,3131,543854.00,
538902,DHUN TEAIND ,T ,Q,335.00,348.00,334.00,342.10,342.15,343.55,30,1466,503472.00,
538918,VANICOM     ,X ,Q,7.60,7.60,7.60,7.60,7.60,7.60,2,222,1687.00,
538922,COSYN       ,X ,Q,82.00,88.00,82.00,85.90,85.90,82.85,359,39822,3427382.00,
538941,RCBFIIBG    ,B ,Q,11.25,11.68,11.25,11.68,11.68,11.25,8,17650,205557.00,
538942,MERCANTILE  ,ST,Q,11.66,11.66,11.66,11.66,11.66,12.17,3,350,4081.00,
538961,GENUSPAPER  ,T ,Q,12.42,13.20,12.41,12.41,12.41,13.06,202,151305,1897668.00,
538962,MINDACORP   ,B ,Q,194.55,196.00,189.20,191.65,191.65,192.45,697,49060,9432064.00,
538963,PACT        ,XT,Q,4.94,5.16,4.94,5.16,5.16,4.94,5,211,1066.00,
538964,MERCURYLAB  ,XT,Q,419.00,456.75,419.00,451.70,456.75,435.00,4,47,20350.00,
538965,CONCORD     ,X ,Q,29.50,29.50,28.50,29.00,29.00,29.00,20,4469,129553.00,
538979,GRNLAM IND  ,B ,Q,1213.20,1289.00,1213.20,1268.00,1268.00,1190.00,101,621,775556.00,
538987,TALBROSENG  ,X ,Q,429.95,429.95,406.10,408.25,408.25,403.85,234,8547,3510568.00,
538992,SAPL        ,X ,Q,170.00,170.00,153.90,153.90,153.90,162.00,2,15,2469.00,
539006,PTCIL       ,X ,Q,445.00,445.00,401.00,414.55,401.00,428.65,18,747,311791.00,
539007,PINCONLIFE  ,X ,Q,16.60,17.20,16.60,17.00,17.00,16.90,983,407295,6927922.00,
539013,GITARENEW   ,XT,Q,7.55,7.55,7.52,7.55,7.55,7.90,3,28,211.00,
539014,KALPACOMME  ,SS,Q,18.00,18.00,18.00,18.00,18.00,18.25,1,96,1728.00,
539015,ORTEL       ,B ,Q,29.50,30.90,29.40,29.70,29.70,28.75,14,3490,103897.00,
539017,ASHFL       ,B ,Q,116.10,118.00,112.00,115.00,115.00,116.00,16,1683,195042.00,
539018,BEEKAY      ,X ,Q,475.00,483.45,470.00,475.85,479.00,473.85,58,5660,2680315.00,
539031,SETFBSE100  ,B ,Q,109.60,109.60,109.20,109.20,109.20,109.67,2,192,21004.00,
539040,TTIL        ,X ,Q,8.00,8.00,8.00,8.00,8.00,7.99,21,4756,38048.00,
539041,SVPHOUSING  ,M ,Q,29.25,31.90,29.25,31.90,31.90,30.75,5,32500,1003625.00,
539043,BKMINDST    ,B ,Q,37.55,39.25,37.05,37.25,37.50,39.00,63,20758,778501.00,
539044,MANAKSTELTD ,T ,Q,37.10,38.80,37.10,38.50,38.50,38.45,35,7025,266230.00,
539045,MNKALCOLTD  ,B ,Q,13.00,14.30,13.00,14.15,14.15,13.06,90,38113,512130.00,
539046,MNKCMILTD   ,B ,Q,18.45,19.80,18.05,18.55,18.55,17.85,223,74795,1399226.00,
539056,ADLABS      ,T ,Q,67.95,68.00,66.40,67.50,67.00,66.90,101,16801,1131351.00,
539083,INOXWIND    ,B ,Q,152.00,152.00,148.25,149.05,149.05,149.70,551,43663,6510950.00,
539090,RAJPUTANA   ,XT,Q,10.10,10.17,9.98,10.00,9.98,9.69,11,7100,71622.00,
539098,FILTRA      ,M ,Q,22.55,22.55,22.55,22.55,22.55,22.35,1,7500,169125.00,
539099,ATHCON      ,M ,Q,58.50,60.00,58.50,60.00,60.00,57.95,5,20000,1186375.00,
539112,SAB         ,X ,Q,73.10,84.10,73.10,84.10,84.10,77.00,2,101,7394.00,
539113,PML         ,X ,Q,3980.00,3980.00,3920.00,3925.00,3925.00,3950.50,5,15,59085.00,
539118,VRLLOG      ,B ,Q,424.85,425.00,419.00,421.80,421.45,421.85,248,9089,3834999.00,
539122,BODHTREE    ,X ,Q,76.50,78.30,73.60,77.05,77.05,75.50,393,73206,5581473.00,
539123,VBIND       ,X ,Q,95.90,95.90,95.90,95.90,95.90,97.85,10,444,42579.00,
539125,LAYLA       ,XT,Q,5.79,5.79,5.79,5.79,5.79,6.09,18,13466,77968.00,
539126,MEP         ,B ,Q,92.20,92.85,90.95,91.20,91.20,91.35,473,65441,5995360.00,
539132,VEGETABLE   ,X ,Q,3.20,3.47,3.20,3.45,3.45,3.17,27,33201,107442.00,
539134,HFEFBRG     ,B ,Q,12.00,12.00,12.00,12.00,12.00,12.00,1,40,480.00,
539141,UFO         ,B ,Q,547.00,567.00,546.20,563.15,563.15,545.35,2064,46936,26217566.00,
539143,SBCL        ,X ,Q,62.75,64.05,62.40,63.85,64.05,62.90,98,30716,1947122.00,
