SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1386.70,1418.35,1386.70,1392.15,1392.15,1386.55,514,5740,8051624.00,
500003,AEGIS LOGIS ,A ,Q,270.00,274.60,268.70,271.95,272.00,269.65,434,18205,4953004.00,
500008,AMAR RAJA BA,A ,Q,774.00,812.00,774.00,807.20,807.20,775.00,1529,43473,34689000.00,
500009,A.SARABHAI  ,ST,Q,9.90,10.35,9.80,10.30,10.00,9.86,36,30630,303377.00,
500010,HDFC        ,A ,Q,1735.00,1735.00,1705.05,1709.70,1709.70,1718.10,3488,90386,154930183.00,
500012,ANDHRA PETRO,ST,Q,52.80,54.00,52.00,53.05,52.80,52.35,136,50150,2676140.00,
500013,ANSAL INFRAS,B ,Q,21.40,21.80,21.25,21.60,21.75,21.40,90,107886,2337066.00,
500014,APPLE FINANC,X ,Q,3.52,3.59,3.36,3.40,3.40,3.52,35,17518,59710.00,
500020,BOM DYEING  ,A ,Q,283.90,297.70,282.65,294.05,294.05,280.80,24518,2607924,759802568.00,
500023,ASIANHOTNR  ,B ,Q,164.45,167.95,161.45,167.95,167.95,164.65,37,4144,682394.00,
500024,ASSAMCO     ,T ,Q,5.21,5.62,5.21,5.62,5.62,5.36,126,115405,633530.00,
500027,ATUL LTD.   ,A ,Q,2596.95,2631.00,2555.00,2620.70,2620.70,2569.30,278,1756,4560378.00,
500028,ATV PROJECTS,XT,Q,9.70,10.00,9.69,9.99,9.99,10.19,52,18330,178784.00,
500029,AUTOLITE(I) ,B ,Q,70.20,71.45,68.15,70.05,69.70,69.40,58,7355,511263.00,
500031,BAJAJ ELECT.,A ,Q,484.00,488.00,475.25,477.30,477.30,476.85,800,29740,14355586.00,
500032,BAJAJHIND   ,B ,Q,14.05,14.75,14.05,14.50,14.50,14.00,1147,1136698,16436785.00,
500033,FORCE MOTR  ,B ,Q,3120.00,3345.00,3109.00,3302.20,3302.20,3101.55,12275,128906,420570535.00,
500034,BAJFINANCE  ,A ,Q,1738.00,1770.40,1738.00,1756.30,1754.05,1754.35,1496,28612,50150752.00,
500038,BALRAM.CHINI,A ,Q,142.05,149.50,142.05,148.15,148.15,141.75,2331,291556,43021938.00,
500039,BANCO PROD. ,B ,Q,244.90,255.00,243.15,252.65,252.90,242.90,619,32690,8159940.00,
500040,CENTURY TEXT,A ,Q,1341.00,1358.70,1333.95,1356.05,1355.00,1331.70,1466,53305,71961255.00,
500041,BANNARI AMAN,B ,Q,2185.00,2249.30,2185.00,2223.40,2216.00,2156.05,12,40,88424.00,
500042,BASF INDIA  ,B ,Q,2009.90,2159.90,1975.65,2111.80,2111.80,1991.45,838,4880,10227361.00,
500043,BATA INDIA  ,A ,Q,730.10,737.95,729.00,734.00,734.00,729.10,533,20837,15287633.00,
500048,BEML LTD    ,A ,Q,1515.00,1595.90,1511.15,1587.30,1587.30,1505.15,2752,65603,102481631.00,
500049,BHARAT ELECT,A ,Q,181.10,185.45,181.00,184.15,184.05,182.55,1154,120400,22182024.00,
500052,BHANSALI ENG,B ,Q,167.50,174.30,165.80,174.30,174.30,166.00,997,165559,28097279.00,
500055,BHUSH STEEL ,B ,Q,62.85,64.70,61.95,63.75,63.75,62.50,1350,236473,14884602.00,
500058,BIHAR SPONGE,XT,Q,1.67,1.71,1.60,1.66,1.66,1.66,41,14577,23769.00,
500059,BINANI IND. ,B ,Q,99.00,103.20,98.45,101.40,101.40,97.90,797,71399,7229106.00,
500060,BIRLACABLE  ,T ,Q,65.15,65.15,63.75,65.00,65.10,63.15,55,9216,597042.00,
500067,BLUE STAR   ,B ,Q,810.00,811.30,797.35,802.00,807.50,803.00,306,4141,3322976.00,
500068,DISA INDIA  ,X ,Q,5858.00,5998.00,5850.00,5998.00,5998.00,5858.50,7,25,148406.00,
500069,BNK CAPITAL ,X ,Q,111.95,111.95,108.55,109.75,108.55,111.95,18,1353,149194.00,
500074,BPL LTD.    ,B ,Q,103.85,118.00,103.45,115.50,115.50,102.05,19773,2354328,267656842.00,
500078,CAMPH.& ALL ,X ,Q,1118.10,1260.00,1105.00,1219.45,1219.45,1123.40,181,7426,8845735.00,
500083,CENTURY EXT ,B ,Q,5.34,5.52,4.99,5.52,5.52,5.02,130,146963,790764.00,
500084,CESC LTD.   ,A ,Q,1015.85,1018.00,1005.60,1007.50,1010.25,1006.65,601,15127,15283589.00,
500085,CHAMBAL FERT,B ,Q,150.95,151.90,147.50,148.65,148.65,148.65,1334,60762,9123066.00,
500086,EXIDE IND.  ,A ,Q,208.00,216.00,207.75,214.20,214.20,207.80,1798,257047,54564211.00,
500087,CIPLA LTD.  ,A ,Q,591.00,603.90,591.00,602.20,602.20,590.35,1327,82452,49488171.00,
500089,DIC INDIA   ,B ,Q,575.00,582.05,555.00,571.10,570.00,560.05,309,4234,2413316.00,
500092,CRISIL LTD  ,A ,Q,1842.15,1871.50,1842.00,1863.80,1855.85,1837.95,177,1467,2726609.00,
500093,CGPOWER     ,A ,Q,86.50,87.35,86.00,87.05,87.30,85.75,1980,958519,82809987.00,
500096,DABUR (I)   ,A ,Q,345.00,353.90,345.00,349.90,349.90,346.95,854,56737,19931069.00,
500097,DALMIASUG   ,B ,Q,135.55,141.35,130.00,136.50,136.50,135.95,2309,39566,5427510.00,
500101,ARVIND Ltd  ,A ,Q,441.00,443.45,437.25,441.10,441.10,437.40,1215,94997,41830476.00,
500102,BALARPUR IND,B ,Q,14.36,15.83,14.30,15.34,15.34,14.29,2632,1884052,28693753.00,
500103,BHEL        ,A ,Q,89.60,90.90,89.60,90.10,90.10,89.30,2130,603982,54470359.00,
500104,HIND.PETRO  ,A ,Q,440.95,440.95,431.60,436.30,436.30,438.10,6207,178635,77772563.00,
500106,IFCI LTD    ,A ,Q,23.90,23.90,23.40,23.55,23.55,23.45,496,192510,4531043.00,
500108,MAHA.TELE   ,B ,Q,20.55,21.80,20.35,21.40,21.40,20.30,743,288283,6090673.00,
500109,MRPL        ,A ,Q,122.05,124.70,122.05,123.50,123.50,123.05,674,78501,9687221.00,
500110,CHENNAI PET.,A ,Q,420.10,427.60,418.55,419.65,419.65,417.40,746,41919,17712864.00,
500111,REL.CAP.    ,A ,Q,414.90,426.15,413.00,424.40,424.40,412.00,5232,531682,222167260.00,
500112,STATE BANK  ,A ,Q,319.00,322.15,318.20,319.45,319.45,318.90,4687,562864,180083395.00,
500113,STEEL AUTH. ,A ,Q,79.70,83.50,79.70,83.20,83.20,79.60,6033,1988780,163500387.00,
500114,TITAN       ,A ,Q,844.50,868.00,843.95,866.10,866.10,837.75,4180,162972,140018889.00,
500116,IDBI BANK L ,A ,Q,58.95,59.05,58.10,58.60,58.65,58.70,1035,180033,10528371.00,
500117,DCW LTD.    ,T ,Q,39.50,41.35,39.50,40.75,41.00,39.85,302,116142,4712175.00,
500119,DHAMPUR SUGA,B ,Q,242.10,257.00,239.30,254.60,254.60,241.20,2345,158397,39466660.00,
500120,DIAMINES&CHM,X ,Q,97.90,97.90,96.00,97.65,97.80,96.00,67,12133,1176188.00,
500123,ELANTAS     ,B ,Q,2113.80,2150.00,2113.75,2131.35,2122.05,2120.00,51,299,637943.00,
500124,DR.REDDY'S  ,A ,Q,2408.00,2422.20,2393.15,2399.55,2399.55,2394.50,1524,33385,80388926.00,
500125,E.I.D.PAR   ,A ,Q,347.05,358.00,347.05,352.40,352.65,350.25,444,18154,6408700.00,
500126,MERCK LTD   ,B ,Q,1213.10,1245.00,1210.00,1220.10,1224.30,1201.45,468,4344,5326436.00,
500128,ELEC.CASTING,B ,Q,31.10,31.80,31.00,31.65,31.65,30.95,314,87084,2740270.00,
500132,EMPEE SUGARS,X ,Q,4.10,4.23,4.00,4.23,4.23,4.06,19,7305,30225.00,
500133,ESAB INDIA  ,B ,Q,820.60,832.00,815.00,823.80,829.00,819.90,34,1258,1028972.00,
500135,ESSEL PROP  ,B ,Q,285.05,285.05,280.00,283.80,284.10,281.35,91,8501,2410494.00,
500136,ESTER INDUS.,B ,Q,36.50,37.10,36.05,36.95,37.00,35.95,164,21035,772265.00,
500139,FEDDERELEC  ,B ,Q,75.35,78.45,74.65,77.05,77.05,75.35,706,85706,6632268.00,
500141,FERRO ALLOYS,ST,Q,11.25,11.80,10.70,11.80,11.80,11.25,105,53253,623169.00,
500142,FGP LTD.    ,XT,Q,1.50,1.54,1.50,1.54,1.54,1.54,2,2090,3139.00,
500144,FINOL. CABLE,A ,Q,685.00,718.60,685.00,715.05,715.05,685.60,742,397436,277716293.00,
500147,CMI FPE     ,X ,Q,1005.00,1009.00,953.00,961.30,967.00,970.35,60,2621,2545563.00,
500148,UFLEX LTD   ,B ,Q,469.70,482.50,469.60,475.40,475.40,470.05,1139,30693,14655575.00,
500150,FOSECO INDIA,B ,Q,1549.95,1550.00,1527.60,1544.85,1544.85,1527.00,33,228,350906.00,
500153,GANESH BENZO,X ,Q,96.95,97.70,95.50,96.15,96.15,96.35,615,96043,9255396.00,
500155,GARDEN SILK ,B ,Q,37.40,45.00,37.00,45.00,45.00,37.50,4169,472251,20293141.00,
500159,METROGLOBL  ,X ,Q,83.35,85.00,82.00,82.90,82.70,83.10,23,1963,164616.00,
500160,GTL LTD.    ,B ,Q,13.85,14.25,13.75,14.15,14.25,13.80,50,11090,155468.00,
500163,GODFREY PH  ,A ,Q,995.00,1001.45,975.00,981.60,981.60,991.70,734,18395,18186331.00,
500164,GODREJ IND  ,A ,Q,595.90,603.55,595.90,601.70,601.70,594.65,714,28637,17221521.00,
500165,KANSAI NERO ,A ,Q,526.00,544.00,523.20,535.45,542.00,522.55,2097,25947,13834515.00,
500166,GOODRICKE   ,X ,Q,449.90,467.00,440.00,455.80,455.80,440.25,689,32574,14860424.00,
500168,GOODYEAR (I),B ,Q,872.75,900.00,870.50,895.75,890.00,871.00,1044,65788,58433324.00,
500170,GTN INDUS   ,B ,Q,17.30,18.65,17.25,18.05,18.05,17.85,14,2385,42803.00,
500171,GHCL LTD    ,A ,Q,315.00,317.50,309.65,313.05,313.05,312.25,1559,106510,33439146.00,
500173,GUJ.FLOURO  ,B ,Q,882.90,884.00,869.00,873.90,872.00,875.85,442,3894,3416550.00,
500179,HCL INFOSYS ,A ,Q,52.90,54.50,52.10,53.90,53.90,52.25,4165,1514975,80811453.00,
500180,HDFC BANK   ,A ,Q,1885.00,1894.00,1875.75,1885.15,1888.00,1877.95,1503,63157,119036570.00,
500182,HEROMOTOCO  ,A ,Q,3530.00,3704.75,3530.00,3696.80,3696.80,3530.85,2668,62414,226825992.00,
500183,HIMACHAL FUT,B ,Q,29.50,29.95,29.10,29.35,29.35,29.10,2882,1801738,52989331.00,
500184,HSCL        ,B ,Q,152.20,157.85,152.20,155.65,155.65,153.30,998,123348,19249291.00,
500185,HIND.CONSTN.,A ,Q,36.15,36.80,35.80,36.65,36.65,35.80,745,350508,12752512.00,
500186,HIND.OIL EXP,B ,Q,133.10,137.05,133.10,134.95,134.95,134.35,1608,244663,33177796.00,
500187,HSIL        ,B ,Q,501.05,535.60,501.05,532.05,532.05,500.35,1179,31615,16666900.00,
500188,HINDUS.ZI   ,A ,Q,300.00,303.35,298.60,302.30,302.30,297.45,1253,65444,19717346.00,
500189,HINDUJA VENT,B ,Q,754.95,777.00,752.50,762.15,768.00,751.90,212,5902,4534103.00,
500191,HMT LTD.    ,Z ,Q,38.25,39.00,37.70,38.65,39.00,38.50,43,3794,145425.00,
500192,PRAG BOSIMI ,XT,Q,4.32,4.72,4.32,4.34,4.34,4.53,4,301,1380.00,
500193,HOTEL LEELA.,B ,Q,19.35,20.20,19.35,19.75,19.70,19.35,154,43819,866087.00,
500199,I.G.PETRO   ,B ,Q,725.20,743.40,725.20,739.30,739.30,724.70,325,3334,2458054.00,
500201,IND.GLYCOLS ,B ,Q,411.80,426.80,410.35,424.95,424.95,407.50,1702,80500,33942244.00,
500202,IND.LEAS.DEV,XT,Q,4.22,4.22,4.22,4.22,4.22,4.02,2,1150,4853.00,
500206,MARGO FIN   ,XT,Q,13.30,13.30,13.30,13.30,13.30,12.67,3,400,5320.00,
500207,INDO RAMA   ,B ,Q,41.50,48.80,41.50,48.60,48.60,40.70,4505,1207674,57354598.00,
500209,INFOSYS LTD ,A ,Q,1015.35,1017.50,1000.00,1004.80,1004.80,1015.35,3273,1739637,1760861242.00,
500210,INGERSOLL   ,B ,Q,772.35,777.00,765.30,770.85,770.85,758.35,108,1315,1014357.00,
500211,INSILCO LTD.,XT,Q,29.00,30.00,28.00,28.20,28.15,29.00,88,20932,604241.00,
500212,INTEG.FIN.SE,XT,Q,40.00,42.00,40.00,42.00,42.00,41.85,2,526,21092.00,
500213,INTER.TRAVEL,X ,Q,216.40,224.00,213.00,220.45,220.45,211.15,143,19581,4313438.00,
500214,ION EXCHANGE,XT,Q,555.00,564.45,550.00,564.45,564.45,537.60,218,14105,7929517.00,
500215,AGRO TECH FO,B ,Q,734.10,745.85,723.90,727.65,727.65,726.35,440,7034,5165182.00,
500219,JAIN IRRIG  ,A ,Q,109.90,123.40,109.90,121.85,121.85,109.25,12319,3304816,394980009.00,
500220,JASCH INDUST,X ,Q,73.00,75.55,73.00,73.25,73.25,73.10,21,2166,160380.00,
500223,JCT LTD     ,X ,Q,3.25,3.45,3.25,3.42,3.44,3.29,267,248139,841707.00,
500227,JINDAL POLYF,B ,Q,396.40,406.85,396.40,398.80,398.80,395.10,356,10832,4336575.00,
500228,JSWSL       ,A ,Q,255.80,259.45,253.30,257.00,257.00,254.15,1390,148190,37837931.00,
500231,UMANG DAIR  ,B ,Q,83.95,83.95,80.50,81.25,81.25,81.25,429,35934,2956008.00,
500233,KAJARIA CER.,A ,Q,701.85,712.40,681.00,711.40,711.40,700.35,367,9983,7079183.00,
500234,KAKATIYA CEM,B ,Q,404.00,405.00,396.00,398.70,398.70,394.50,290,5111,2041713.00,
500235,KALYANI STEL,B ,Q,359.70,368.25,359.70,364.00,364.40,358.45,461,12272,4459037.00,
500238,WHIRLPOOL   ,A ,Q,1562.50,1584.00,1512.55,1526.35,1531.05,1541.70,420,1887,2914616.00,
500239,KG DENIM    ,X ,Q,70.00,72.50,69.50,70.25,70.50,69.55,120,37658,2656628.00,
500240,KINETIC ENG.,ST,Q,77.90,82.80,77.85,78.50,78.50,81.90,166,35001,2745498.00,
500241,KIRL.BROS.  ,B ,Q,277.50,283.00,277.50,280.70,280.70,275.40,169,5210,1466058.00,
500243,KIRL INDUS  ,B ,Q,1432.00,1470.00,1430.05,1450.00,1450.00,1414.55,26,226,328669.00,
500245,KIRL.FERROUS,B ,Q,101.25,108.80,101.25,107.20,107.20,102.10,1709,427486,45116140.00,
500247,KOTAK MAH.BK,A ,Q,1038.00,1038.00,1012.80,1020.00,1020.00,1023.55,2489,34594,35217935.00,
500249,KSB PUMPS   ,B ,Q,886.15,890.00,870.95,873.55,872.05,878.85,34,435,383214.00,
500250,L.G.BALKRISH,B ,Q,932.25,965.00,932.00,957.25,945.50,934.25,88,900,852307.00,
500251,TRENT LTD.  ,A ,Q,327.40,330.00,325.50,326.15,327.50,325.35,275,10142,3330125.00,
500252,LAKSHMI MACH,A ,Q,5790.05,5915.15,5771.00,5817.40,5800.05,5792.50,392,1392,8129726.00,
500253,LIC HOUS.FIN,A ,Q,559.00,567.15,559.00,565.00,565.00,559.00,1244,89654,50429516.00,
500254,UTTAMVALUE  ,B ,Q,0.42,0.42,0.40,0.41,0.41,0.42,164,2235894,909110.00,
500255,LML LTD.    ,B ,Q,8.02,8.40,8.02,8.29,8.27,8.30,77,39205,324187.00,
500257,LUPIN LTD.  ,A ,Q,872.00,872.00,861.00,866.85,866.85,865.20,1439,56502,48915617.00,
500259,LYKA LABS   ,B ,Q,57.55,59.35,57.50,58.95,59.10,56.95,152,13210,773203.00,
500260,RAMCOCEM    ,A ,Q,712.25,719.00,710.45,715.30,715.30,715.20,67,1269,907563.00,
500264,MAFATLAL IND,X ,Q,300.25,308.50,300.25,302.00,301.85,302.05,32,1698,515270.00,
500265,MAH.SEAMLESS,B ,Q,481.05,496.00,477.85,488.80,489.00,479.45,307,10393,5035856.00,
500266,MAH.SCOOTER ,B ,Q,2831.65,2850.00,2823.45,2837.15,2823.45,2835.00,37,324,920177.00,
500267,MAJESTIC AUT,X ,Q,137.10,141.00,137.10,138.25,138.25,135.90,38,1289,178255.00,
500268,MANALI PETRO,B ,Q,35.80,38.40,35.75,37.95,37.95,35.55,1496,334247,12558190.00,
500271,MFSL        ,A ,Q,557.65,571.25,557.20,569.15,570.90,556.40,940,35150,19895993.00,
500279,MIRC ELECT  ,B ,Q,55.40,59.70,55.40,59.70,59.70,54.30,4927,1517195,88032771.00,
500280,CENTURY ENKA,B ,Q,329.00,332.00,326.45,330.90,330.90,325.35,154,5075,1674400.00,
500284,LORDS CHLORO,XT,Q,44.80,45.00,43.15,44.60,44.60,43.00,18,1773,78733.00,
500285,SPICEJET LTD,B ,Q,146.00,154.60,146.00,154.00,154.00,146.25,16760,5652935,855514239.00,
500288,MOREPEN LAB.,B ,Q,25.00,25.60,24.10,25.25,25.25,24.85,1308,669267,16802196.00,
500290,MRF LTD.    ,A ,Q,69911.00,69911.00,68690.20,69404.15,69215.45,69205.90,414,716,49548077.00,
500292,HEIDEL CEM  ,B ,Q,152.90,154.45,152.60,153.15,153.15,152.10,701,35741,5485113.00,
500294,NCC         ,A ,Q,121.00,124.35,120.70,124.00,124.00,120.20,1528,353545,43367607.00,
500295,VEDL        ,A ,Q,312.70,317.00,309.65,316.35,316.35,308.65,8611,825776,258691398.00,
500296,NAHAR SPG.  ,B ,Q,109.00,114.10,109.00,111.50,111.50,108.25,111,11868,1327520.00,
500298,NAT.PEROXIDE,X ,Q,2200.00,2200.00,2100.00,2179.95,2179.95,2147.90,328,4488,9646952.00,
500300,GRASIM IND. ,A ,Q,1132.00,1141.90,1125.85,1134.95,1134.95,1131.15,580,9871,11193043.00,
500302,PEL         ,A ,Q,2821.05,2878.15,2811.00,2869.20,2859.90,2798.80,1633,19859,56478833.00,
500304,NIIT LTD.   ,B ,Q,93.10,94.80,92.95,93.90,93.90,92.70,952,58348,5476175.00,
500306,JAYKAY      ,X ,Q,8.54,8.54,8.13,8.15,8.15,8.29,40,30026,252266.00,
500307,NIRLON      ,B ,Q,217.80,217.80,213.00,217.05,217.05,215.00,35,8086,1746619.00,
500312,ONGC CORPN  ,A ,Q,182.05,185.95,182.05,185.20,185.20,182.75,5111,581976,107531279.00,
500313,OIL COUNTRY ,B ,Q,48.15,49.90,47.35,48.25,48.25,47.05,93,9786,474156.00,
500314,ORIENT HOTEL,B ,Q,39.50,42.25,39.50,41.20,40.70,39.25,468,71919,2966090.00,
500315,ORINTAL BANK,A ,Q,123.00,125.00,121.80,124.00,124.00,122.50,1488,161943,19931981.00,
500317,OSWAL AGRO. ,B ,Q,14.00,16.50,14.00,15.63,15.63,14.23,361,167308,2628357.00,
500319,INDIAN SUCRO,XT,Q,57.50,58.45,56.00,58.45,58.45,55.70,52,24461,1425655.00,
500322,PANYAM CEMEN,X ,Q,61.40,61.40,58.50,58.95,58.95,60.35,209,103367,6148037.00,
500325,RELIANCE    ,A ,Q,921.50,926.90,920.05,924.00,924.00,919.40,3650,529672,488289077.00,
500327,PILITA      ,T ,Q,13.40,13.90,13.00,13.40,13.25,13.65,84,45195,601361.00,
500330,RAYMOND     ,A ,Q,1026.10,1036.00,1021.50,1027.45,1027.45,1017.25,2062,89747,92313836.00,
500331,PIDILITE    ,A ,Q,887.20,895.75,878.00,885.40,884.00,884.35,725,23569,20908190.00,
500333,PIX TRANS   ,X ,Q,167.00,169.85,166.00,167.50,167.50,166.35,145,15998,2684444.00,
500335,BIRLA CORPN.,B ,Q,1122.00,1133.85,1106.50,1118.30,1118.30,1122.85,169,1035,1163528.00,
500336,SURYA ROSHNI,B ,Q,382.25,393.25,382.25,385.75,385.50,378.65,1395,82175,31857787.00,
500337,PRIME SECUR.,B ,Q,62.90,66.25,60.70,61.15,61.50,62.40,658,80451,5093601.00,
500338,PRISM CEMENT,B ,Q,114.40,115.95,114.00,114.75,114.75,114.00,227,13032,1499367.00,
500339,RAIN        ,B ,Q,368.30,373.80,365.70,367.45,367.45,365.05,3088,272053,100500026.00,
500343,PUDUMJEE    ,B ,Q,30.15,31.00,29.20,29.65,29.65,30.55,232,55639,1666758.00,
500350,RSWM  LTD   ,B ,Q,344.00,358.00,341.90,356.20,356.20,344.70,174,2586,903479.00,
500354,RAJSH.SUGAR ,B ,Q,54.00,58.20,53.80,56.60,56.90,53.30,249,22848,1282318.00,
500355,RALLIS INDIA,A ,Q,241.50,247.00,240.00,243.45,243.45,237.65,1191,76545,18589924.00,
500356,RAMANEWS    ,B ,Q,27.60,29.00,27.50,27.70,27.65,27.40,281,61608,1729839.00,
500357,RAMA PAPER  ,X ,Q,11.73,12.20,11.73,12.00,12.00,12.34,7,1400,16792.00,
500360,RAPICUT CARB,X ,Q,80.20,80.20,77.10,78.70,79.00,79.15,58,7403,582969.00,
500365,RMGALLOY    ,ST,Q,5.20,5.20,5.20,5.20,5.20,5.47,7,350,1820.00,
500366,ROLTA (I)   ,B ,Q,54.00,54.90,54.00,54.30,54.30,53.75,684,109476,5960881.00,
500367,RUBFILA INT.,X ,Q,80.35,82.00,79.25,81.05,81.05,79.60,836,54519,4385544.00,
500368,RUCHI SOYA  ,B ,Q,17.05,17.80,17.05,17.50,17.45,17.15,596,359824,6248709.00,
500370,SALORA INT. ,T ,Q,56.00,56.00,56.00,56.00,56.00,53.35,6,2314,129584.00,
500371,SAMTEL IND. ,XT,Q,2.00,2.00,1.91,2.00,2.00,2.01,7,9528,19040.00,
500372,SAMTEL COL  ,T ,Q,0.94,0.94,0.94,0.94,0.94,0.90,2,2598,2442.00,
500378,JINDAL SAW  ,B ,Q,114.70,115.40,113.50,114.05,114.05,113.85,749,125809,14406632.00,
500380,JK LAKSHMI  ,A ,Q,438.85,441.00,434.05,438.70,438.70,432.15,223,6562,2871640.00,
500387,SHREE CEMENT,A ,Q,17712.00,17800.00,17630.05,17743.35,17769.95,17714.00,123,242,4284708.00,
500388,SHREE KRISHN,XT,Q,30.15,30.15,28.75,30.15,30.15,28.75,7,296,8891.00,
500390,REL INFRA   ,A ,Q,454.90,454.90,439.95,443.05,443.05,444.05,2441,213342,94603936.00,
500399,STEELCO GUJ.,X ,Q,9.50,9.50,8.82,9.00,9.00,9.00,23,23961,215914.00,
500400,TATA POWER  ,A ,Q,91.65,91.90,90.65,91.00,91.00,91.00,1462,3451905,314138530.00,
500402,SPMLINFRA   ,B ,Q,151.00,160.00,149.25,157.65,157.30,149.35,298,55771,8440337.00,
500403,SUNDARAM FAS,A ,Q,562.00,581.75,552.65,578.35,578.35,560.70,3176,68525,39229326.00,
500404,SUNFLAG IRON,B ,Q,74.60,76.70,74.40,75.70,75.70,74.05,509,71960,5458270.00,
500405,SUPREME PET ,B ,Q,384.35,388.60,382.90,387.25,387.00,383.75,88,2970,1142171.00,
500407,SWARAJ ENGIN,B ,Q,2000.05,2030.50,2000.05,2024.05,2024.05,2005.25,321,2737,5533498.00,
500408,TATA ELXSI  ,A ,Q,933.00,945.85,930.10,939.20,939.20,929.35,678,25323,23796478.00,
500410,ACC LTD     ,A ,Q,1704.65,1733.00,1700.40,1728.25,1733.00,1697.30,944,27393,46900733.00,
500411,THERMAX     ,A ,Q,1182.00,1210.00,1173.00,1200.40,1194.55,1176.30,241,2698,3230166.00,
500412,THIRUMALAI  ,B ,Q,2083.80,2125.60,2075.40,2079.90,2079.90,2070.80,1475,13753,28864754.00,
500413,THOMAS COOK ,B ,Q,243.55,247.00,240.35,244.00,243.25,240.80,717,21836,5315457.00,
500418,TOKYO PLAST ,B ,Q,128.65,129.05,126.25,128.25,128.25,127.30,44,3178,406433.00,
500420,TORRENT PHAR,A ,Q,1359.90,1364.95,1344.85,1359.40,1360.00,1355.25,273,4952,6735062.00,
500422,TRANSCHEM   ,X ,Q,26.30,27.35,26.25,26.55,26.55,27.40,5,104,2732.00,
500425,AMBUJA CEME ,A ,Q,263.90,270.80,263.90,269.95,269.95,264.30,2099,77528,20804839.00,
500429,UNIPHOS ENT.,B ,Q,89.00,92.00,87.50,88.20,88.20,89.00,120,9137,819692.00,
500439,VARD HOLDNG ,B ,Q,3833.00,3867.30,3772.00,3796.10,3780.00,3760.00,40,124,474668.00,
500440,HINDALCO    ,A ,Q,254.00,254.40,251.00,253.65,253.65,249.25,2355,207498,52500741.00,
500444,WEST COAS PA,B ,Q,280.00,298.70,277.80,294.50,294.50,277.75,2020,95075,27630020.00,
500449,HIND.ORG.CHM,B ,Q,25.35,26.05,25.35,25.80,25.80,25.35,378,131727,3400565.00,
500456,PAS.ACRYLON ,X ,Q,25.45,25.70,24.85,25.30,25.40,25.15,197,63190,1603107.00,
500459,PROCTER &GAM,A ,Q,9435.05,9497.75,9305.50,9416.05,9433.95,9404.20,153,883,8320339.00,
500460,MUKAND LTD. ,B ,Q,85.40,86.35,84.90,85.10,85.10,85.15,183,31632,2699892.00,
500463,AGCNET      ,B ,Q,154.00,157.40,148.90,151.45,151.45,151.45,139,7821,1195671.00,
500464,UCAL FUEL   ,B ,Q,277.00,296.70,277.00,289.75,289.75,273.65,6501,304994,88552562.00,
500467,HARR.MALAYAL,T ,Q,94.00,97.55,90.05,97.55,97.55,92.95,115,9744,930554.00,
500469,FEDERAL BANK,A ,Q,108.55,109.95,108.50,109.50,109.50,107.80,1238,304484,33289466.00,
500470,TATA STEEL  ,A ,Q,709.00,712.00,705.25,710.30,710.30,704.70,3397,204464,144960523.00,
500472,SKF INDIA   ,A ,Q,1689.95,1707.00,1680.00,1698.65,1707.00,1669.20,132,3128,5285363.00,
500477,ASHOK LEYL. ,A ,Q,114.50,118.25,114.50,117.90,117.90,114.10,4150,919766,107285684.00,
500480,CUMMINS (I) ,A ,Q,853.10,858.75,852.95,856.05,857.65,852.05,848,6590,5641225.00,
500483,TATA COMM   ,A ,Q,684.05,692.40,682.95,689.45,689.45,684.60,1064,46307,31829156.00,
500488,ABBOTT (I)  ,B ,Q,5381.05,5450.00,5350.00,5404.45,5350.00,5404.45,78,214,1155885.00,
500490,BAJ HOLD INV,A ,Q,2932.75,3007.05,2932.00,2947.35,2960.00,2928.25,356,4274,12696619.00,
500493,BHARAT FORGE,A ,Q,700.10,729.50,700.10,727.80,729.50,705.20,2826,225728,163237189.00,
500495,ESCORTS LTD.,A ,Q,707.10,728.95,707.10,725.30,725.30,704.60,3755,293627,210963230.00,
500500,HIND.MOTORS ,B ,Q,7.57,7.70,7.55,7.63,7.62,7.55,71,32589,248026.00,
500510,LARSEN & TOU,A ,Q,1220.30,1221.45,1211.30,1217.30,1217.30,1214.85,2836,230171,279606084.00,
500520,MAH & MAH   ,A ,Q,1533.60,1560.00,1522.00,1554.50,1554.50,1522.85,5757,561802,861884274.00,
500530,BOSCH LTD   ,A ,Q,20037.55,20050.00,19800.00,19873.80,19800.05,19904.60,294,691,13741935.00,
500540,PREMIER LTD ,B ,Q,29.05,30.15,29.05,29.20,29.20,28.85,22,2755,80949.00,
500547,BHARAT PET. ,A ,Q,530.00,533.90,525.00,530.60,530.60,525.85,1564,124844,66297586.00,
500550,SIEMENS LTD.,A ,Q,1200.00,1206.75,1192.80,1201.10,1201.10,1192.40,637,12292,14763883.00,
500570,TATA MOTORS ,A ,Q,408.90,420.40,408.00,419.25,419.25,405.50,5653,922779,381804050.00,
500575,VOLTAS LTD  ,A ,Q,625.00,637.00,625.00,633.90,633.00,630.40,600,37785,23911633.00,
